median_income,house_age,mean_rooms,mean_bedrooms,population,mean_household_size,latitude,longitude,median_house_value
28.971,16.0,4.678062678062678,0.9857549857549858,705.0,2.0085470085470085,37.61,-122.05,163.9
25.122,45.0,4.75,1.06198347107438,1437.0,2.96900826446281,37.76,-122.16,95.5
21.991,44.0,3.08,0.87,301.0,3.01,33.87,-117.92,191.1
54.138000000000005,2.0,8.930715935334874,1.3233256351039262,1275.0,2.9445727482678983,34.12,-117.17,164.39999999999998
68.132,4.0,6.359838274932614,0.9986522911051213,1895.0,2.5539083557951483,37.68,-121.85,282.5
38.125,30.0,4.7706766917293235,1.0902255639097744,556.0,2.0902255639097747,37.37,-122.03,325.0
84.045,7.0,7.63523372061605,1.0440421507700621,12203.0,3.2972169683869224,37.53,-121.92,451.1
33.725,16.0,3.9818031430934657,1.142266335814723,1897.0,1.5690653432588917,34.07,-118.38,375.0
31.136,27.0,6.271604938271605,1.1481481481481481,263.0,3.246913580246914,37.73,-120.86,183.29999999999998
52.909,52.0,6.051724137931035,1.0718390804597702,743.0,2.1350574712643677,37.79,-122.46,500.001
15.163,43.0,3.314002828854314,1.1357850070721358,2468.0,3.490806223479491,34.04,-118.22,114.99999999999999
35.667,17.0,15.02116402116402,2.7777777777777777,390.0,2.0634920634920637,39.18,-120.12,179.20000000000002
34.266999999999996,11.0,5.128698224852071,1.1079881656804733,2163.0,3.1997041420118344,34.03,-117.71,164.39999999999998
80.113,18.0,7.233333333333333,0.9814814814814815,658.0,2.437037037037037,38.29,-122.18,393.0
16.654,15.0,4.90625,1.115625,1645.0,2.5703125,41.78,-124.19,74.6
22.024,5.0,4.098984771573604,0.9822335025380711,1094.0,2.7766497461928936,32.72,-117.1,137.20000000000002
42.464000000000006,16.0,6.0073664825046045,0.9815837937384899,1794.0,3.303867403314917,38.7,-121.25,144.4
26.065,19.0,5.648175182481752,1.294890510948905,2086.0,3.0452554744525546,38.74,-121.27,154.9
59.493,36.0,5.7315175097276265,0.9844357976653697,713.0,2.77431906614786,33.85,-118.1,227.99999999999997
38.085,27.0,4.351885098743267,0.9730700179533214,1713.0,3.0754039497307,34.1,-118.01,181.4
19.354,35.0,2.7146984470928133,1.0693391115926327,5899.0,2.1303719754423978,34.1,-118.3,340.0
25.682000000000002,36.0,5.44,1.0555555555555556,1268.0,2.8177777777777777,32.71,-117.07,109.1
61.493,16.0,6.365313653136531,0.982779827798278,2717.0,3.341943419434194,33.62,-117.66,257.8
73.693,25.0,6.695271453590193,1.02276707530648,1689.0,2.957968476357268,37.33,-122.02,373.6
49.803,29.0,5.33378196500673,1.0390309555854644,2104.0,2.831763122476447,33.83,-118.01,208.6
68.586,21.0,6.876623376623376,0.974025974025974,400.0,2.5974025974025974,38.4,-122.65,343.1
19.706,41.0,3.891992551210428,0.9869646182495344,2043.0,3.804469273743017,34.09,-118.19,144.2
42.5,52.0,5.736979166666667,1.1380208333333333,899.0,2.3411458333333335,34.07,-118.37,486.9
63.324999999999996,19.0,6.748502994011976,1.0179640718562875,518.0,3.1017964071856285,37.74,-121.95,250.0
13.646,44.0,4.344,1.168,506.0,4.048,38.53,-121.47,65.4
34.509,24.0,4.038664323374341,1.0105448154657293,2409.0,4.233743409490334,37.35,-121.82,182.4
32.798,45.0,4.066202090592334,1.0522648083623694,773.0,2.6933797909407664,33.85,-118.19,150.29999999999998
33.989,25.0,3.8832913518052057,1.0973971452560873,1739.0,1.4601175482787574,34.08,-118.38,484.99999999999994
17.432000000000002,30.0,4.120448179271708,1.0448179271708684,1418.0,3.9719887955182074,36.1,-119.21,42.5
32.115,37.0,4.136518771331058,1.0375426621160408,1076.0,3.6723549488054608,33.78,-118.28,160.1
49.147999999999996,16.0,5.4702093397745575,1.104669887278583,1924.0,3.0982286634460547,33.71,-117.87,155.5
35.625,31.0,4.386904761904762,0.8690476190476191,1436.0,8.547619047619047,34.25,-119.12,194.1
24.25,28.0,4.174025974025974,1.0935064935064935,926.0,2.4051948051948053,36.96,-122.03,216.1
20.5,11.0,3.571111111111111,1.0622222222222222,1384.0,3.0755555555555554,32.75,-117.11,100.0
49.25,46.0,5.523809523809524,1.010989010989011,639.0,2.340659340659341,34.04,-118.42,409.8
21.618,25.0,5.183673469387755,1.0408163265306123,1050.0,4.285714285714286,36.8,-120.02,55.300000000000004
41.167,33.0,4.601178781925344,0.9332023575638507,1367.0,2.68565815324165,33.82,-117.99,215.49999999999997
36.832,20.0,4.231794871794872,1.0574358974358975,2079.0,2.1323076923076925,37.58,-121.98,216.9
34.605000000000004,45.0,4.576119402985075,0.9880597014925373,791.0,2.361194029850746,33.84,-118.17,186.60000000000002
18.656,50.0,3.377922077922078,1.0311688311688312,3080.0,4.0,34.01,-118.28,122.9
16.31,34.0,4.516312056737589,1.0950354609929078,2474.0,3.5092198581560283,34.02,-118.3,137.5
10.648,39.0,4.216901408450704,1.0788732394366196,1182.0,3.3295774647887324,35.38,-118.98,50.0
32.824,52.0,4.356984478935699,1.06430155210643,794.0,1.7605321507760532,34.08,-118.36,304.8
92.72,40.0,7.372340425531915,0.950354609929078,720.0,2.5531914893617023,34.04,-118.4,500.001
42.214,14.0,5.933689839572192,1.0064171122994652,2815.0,3.0106951871657754,35.4,-118.94,104.60000000000001
54.394999999999996,25.0,6.638403990024938,1.0024937655860349,1247.0,3.109725685785536,33.81,-117.82,244.0
32.375,17.0,8.006269592476489,1.6927899686520376,723.0,2.2664576802507836,38.97,-122.7,114.19999999999999
16.389,24.0,4.8441558441558445,0.9662337662337662,1087.0,2.8233766233766233,39.51,-121.58,56.699999999999996
39.741,28.0,5.082585278276481,0.9910233393177738,2330.0,4.1831238779174145,34.08,-117.96,173.10000000000002
28.125,42.0,4.402985074626866,0.9589552238805971,877.0,3.2723880597014925,37.77,-122.18,97.3
29.25,29.0,5.017021276595744,1.048936170212766,1071.0,2.2787234042553193,38.54,-121.42,94.3
55.95100000000001,44.0,6.618374558303887,1.010600706713781,635.0,2.243816254416961,34.04,-118.39,461.30000000000007
18.355,34.0,5.1030303030303035,1.1272727272727272,635.0,3.8484848484848486,39.36,-121.69,63.0
38.534,32.0,5.599009900990099,1.0297029702970297,1156.0,2.8613861386138613,37.77,-120.96,157.6
55.126,36.0,5.9647495361781075,0.9814471243042672,1710.0,3.1725417439703154,34.23,-118.56,248.4
51.33,13.0,6.102631578947369,1.131578947368421,1004.0,2.642105263157895,33.6,-117.65,316.1
32.077,9.0,5.896551724137931,1.0501567398119123,3166.0,3.3082549634273772,34.42,-117.27,93.30000000000001
40.268,36.0,5.0847784200385355,1.0269749518304432,1209.0,2.3294797687861273,37.7,-122.18,205.50000000000003
50.176,19.0,6.061538461538461,0.9564102564102565,1264.0,3.241025641025641,37.77,-121.48,274.2
60.19,22.0,6.41696113074205,0.950530035335689,1968.0,3.477031802120141,34.0,-117.98,324.90000000000003
57.653999999999996,35.0,5.755474452554744,1.0182481751824817,743.0,2.7116788321167884,33.84,-118.36,343.0
33.583,19.0,5.10377358490566,0.9811320754716981,457.0,4.311320754716981,32.87,-115.49,102.8
33.625,47.0,4.632022471910112,0.9213483146067416,1183.0,3.3230337078651684,37.71,-122.4,223.70000000000002
32.604,30.0,5.551020408163265,1.0816326530612246,531.0,3.6122448979591835,37.61,-120.76,87.9
27.625,52.0,4.391534391534392,1.0582010582010581,701.0,3.708994708994709,34.07,-118.26,232.10000000000002
33.371,36.0,4.96697247706422,1.0091743119266054,1827.0,3.3522935779816514,38.02,-121.89,94.6
21.418,13.0,4.620558375634518,1.1383248730964468,1737.0,2.204314720812183,37.32,-120.48,130.6
28.971,50.0,5.507462686567164,1.0417910447761194,1109.0,3.31044776119403,34.03,-118.32,127.8
35.9,34.0,6.109756097560975,1.0091463414634145,843.0,2.5701219512195124,33.8,-117.84,230.6
116.648,27.0,8.920833333333333,1.0833333333333333,635.0,2.6458333333333335,33.79,-118.44,500.001
82.531,17.0,9.380090497737557,1.416289592760181,573.0,2.5927601809954752,33.29,-117.0,419.20000000000005
32.708,43.0,5.330409356725146,1.0467836257309941,1065.0,3.1140350877192984,33.95,-118.31,131.0
27.452,33.0,4.9564270152505445,1.0217864923747277,1691.0,3.684095860566449,33.96,-117.42,98.1
67.694,16.0,6.2896825396825395,1.0674603174603174,1829.0,2.4193121693121693,32.94,-117.25,425.90000000000003
21.875,27.0,5.267175572519084,1.0305343511450382,810.0,3.0916030534351147,37.43,-120.97,137.5
68.11200000000001,25.0,7.076693227091633,1.0079681274900398,2519.0,2.508964143426295,33.98,-118.38,500.001
22.578,43.0,4.059625212947189,1.0340715502555367,962.0,1.6388415672913117,32.74,-117.15,263.6
22.5,7.0,4.855450236966824,1.1421800947867298,1387.0,3.286729857819905,35.99,-120.12,56.2
25.208,21.0,4.858247422680412,1.0257731958762886,1539.0,3.966494845360825,35.68,-119.24,58.5
22.686999999999998,34.0,3.642857142857143,1.1387755102040817,804.0,1.6408163265306122,32.75,-117.16,200.0
82.66400000000002,52.0,6.63481228668942,1.0511945392491469,696.0,2.3754266211604094,37.43,-122.14,500.001
28.75,29.0,4.182065217391305,1.0679347826086956,1460.0,1.983695652173913,33.77,-118.16,232.50000000000003
25.595,18.0,5.44206008583691,1.1072961373390557,1196.0,2.5665236051502145,36.8,-119.86,67.9
30.179000000000002,37.0,4.822222222222222,1.0507936507936508,613.0,1.946031746031746,34.19,-118.32,272.5
30.217,22.0,4.983870967741935,1.1008064516129032,615.0,2.4798387096774195,38.76,-120.6,106.89999999999999
19.327,52.0,4.564044943820225,1.0112359550561798,958.0,2.152808988764045,37.86,-122.28,169.9
23.683999999999997,35.0,6.196078431372549,1.4509803921568627,221.0,2.1666666666666665,39.65,-121.24,62.5
54.086999999999996,25.0,5.843501326259947,0.9734748010610079,1194.0,3.1671087533156497,34.26,-119.2,223.20000000000002
47.984,37.0,4.429280397022333,0.8933002481389578,1155.0,2.866004962779156,33.87,-117.96,175.8
22.917,19.0,5.695652173913044,1.423913043478261,493.0,2.6793478260869565,39.12,-120.69,118.19999999999999
33.831,41.0,4.752650176678445,0.9611307420494699,718.0,2.537102473498233,38.01,-122.11,129.4
29.107,35.0,3.5783132530120483,1.0301204819277108,1373.0,4.135542168674699,34.0,-118.08,150.89999999999998
17.857,19.0,7.806451612903226,1.6,329.0,2.1225806451612903,33.34,-115.9,62.8
26.25,25.0,59.875,15.3125,28.0,1.75,40.27,-121.25,67.5
37.569,42.0,4.896373056994818,1.0,460.0,2.383419689119171,38.61,-121.37,127.1
56.917,18.0,6.062909567496724,1.0773263433813893,2794.0,3.6618610747051115,33.87,-118.04,275.09999999999997
47.019000000000005,48.0,4.873949579831932,1.0084033613445378,748.0,2.0952380952380953,34.07,-118.36,411.09999999999997
23.583,21.0,5.206896551724138,1.2727272727272727,789.0,2.4733542319749215,38.77,-120.58,108.7
20.792,35.0,3.527667984189723,0.974308300395257,965.0,1.907114624505929,32.76,-117.14,160.0
60.891000000000005,9.0,5.930348258706467,0.9825870646766169,1697.0,4.221393034825871,34.33,-118.48,270.1
30.549,7.0,5.196351931330472,1.0643776824034334,2223.0,2.3851931330472103,40.58,-122.34,101.69999999999999
30.977,24.0,4.276084949215143,1.074792243767313,2360.0,2.1791320406278856,34.24,-118.54,264.0
50.012,8.0,5.528095238095238,1.0195238095238095,5696.0,2.7123809523809523,35.32,-119.08,106.3
53.2,16.0,6.186153846153847,1.0784615384615384,1488.0,2.289230769230769,33.8,-118.01,219.49999999999997
46.364000000000004,37.0,5.636363636363637,1.024793388429752,494.0,2.041322314049587,33.97,-118.4,456.29999999999995
38.58,24.0,7.662162162162162,1.114864864864865,847.0,2.8614864864864864,38.47,-122.65,214.4
32.385999999999996,21.0,4.578723404255319,1.1212765957446809,996.0,2.119148936170213,34.17,-118.45,277.3
43.281,19.0,5.499288762446657,1.1024182076813656,1554.0,2.210526315789474,32.8,-117.03,220.00000000000003
25.179000000000002,45.0,4.938837920489297,1.033639143730887,823.0,2.5168195718654434,38.24,-122.63,145.5
43.182,36.0,5.62625,1.04,2196.0,2.745,38.01,-122.45,252.70000000000002
30.192,19.0,4.9178885630498534,1.0249266862170088,1948.0,2.8563049853372435,32.79,-116.93,142.3
32.813,10.0,6.030927835051546,1.1597938144329898,537.0,2.768041237113402,39.16,-121.0,163.2
48.686,4.0,6.293711656441718,1.052914110429448,3887.0,2.980828220858896,33.85,-117.55,195.3
37.609,6.0,4.446478873239436,1.0154929577464789,1695.0,2.387323943661972,33.55,-117.67,222.29999999999998
18.542,22.0,4.789115646258503,1.1938775510204083,636.0,2.163265306122449,37.26,-121.96,333.3
19.722,31.0,3.8715365239294712,1.0478589420654911,1239.0,3.1209068010075565,34.63,-118.09,99.2
17.589,28.0,3.5028735632183907,1.1724137931034482,1816.0,5.218390804597701,33.79,-118.17,118.30000000000001
46.42,7.0,4.854503464203233,1.1339491916859123,2381.0,1.8329484218629715,34.15,-118.47,457.30000000000007
37.857,16.0,5.077504725897921,0.9754253308128544,1553.0,2.935727788279773,38.69,-121.34,112.7
53.538,24.0,6.681132075471698,1.0,1591.0,3.0018867924528303,32.83,-117.17,212.5
72.096,35.0,6.409948542024014,1.0514579759862779,1305.0,2.2384219554030875,33.83,-118.2,490.29999999999995
56.285999999999994,23.0,6.369127516778524,1.0134228187919463,399.0,2.6778523489932886,37.51,-122.46,411.30000000000007
25.0,21.0,3.897810218978102,1.032846715328467,1180.0,4.306569343065694,33.79,-118.3,157.5
79.767,16.0,7.065602836879433,1.0053191489361701,1327.0,2.352836879432624,33.78,-118.11,500.001
41.917,26.0,5.435051546391753,0.9649484536082474,1416.0,2.9195876288659792,35.77,-119.23,84.0
15.642,15.0,4.403292181069959,1.0534979423868314,1070.0,4.403292181069959,36.62,-119.32,51.5
46.01,34.0,6.3203285420944555,0.9794661190965093,1226.0,2.517453798767967,37.51,-120.83,150.0
26.875,45.0,4.212765957446808,1.0797872340425532,872.0,4.638297872340425,34.02,-118.21,129.7
66.272,19.0,7.138888888888889,0.9537037037037037,376.0,3.4814814814814814,32.66,-117.02,273.6
65.799,10.0,5.383333333333334,0.8888888888888888,482.0,2.6777777777777776,38.29,-122.26,218.1
11.917,32.0,4.311111111111111,0.9185185185185185,588.0,2.1777777777777776,34.71,-118.14,86.9
98.214,33.0,7.619389587073608,1.0682226211849193,1534.0,2.754039497307002,33.77,-118.33,500.001
60.199999999999996,19.0,5.368794326241135,1.049645390070922,361.0,2.5602836879432624,33.87,-118.37,304.2
31.592,33.0,5.495103373231774,1.0489662676822633,2293.0,2.495103373231774,35.15,-119.45,75.4
46.102999999999994,37.0,3.0844444444444443,0.8355555555555556,658.0,2.9244444444444446,37.66,-122.41,237.5
33.929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,75.7
12.679,47.0,5.186567164179104,1.154228855721393,1346.0,3.3482587064676617,38.54,-121.47,56.699999999999996
55.956,4.0,7.298377028714107,1.1161048689138577,2282.0,2.848938826466916,33.16,-117.31,247.8
62.884,34.0,5.487394957983193,0.957983193277311,849.0,2.3781512605042017,37.38,-122.09,414.70000000000005
76.775,21.0,7.526315789473684,0.9959514170040485,2982.0,3.0182186234817814,34.24,-119.06,391.2
37.574,33.0,6.135678391959799,1.185929648241206,488.0,2.4522613065326633,38.9,-122.16,92.7
37.083,35.0,5.858181818181818,1.0163636363636364,1970.0,3.581818181818182,34.07,-117.69,131.0
37.738,48.0,4.378006872852234,1.0756013745704467,971.0,3.336769759450172,37.32,-121.9,220.6
20.139,17.0,3.642523364485981,1.0794392523364487,821.0,1.9182242990654206,32.76,-117.12,150.0
17.196,21.0,5.275280898876405,0.9887640449438202,556.0,3.1235955056179776,38.98,-122.84,75.0
29.306,23.0,5.62962962962963,1.3240740740740742,281.0,2.6018518518518516,39.74,-123.15,70.0
41.993,23.0,6.069252077562327,1.149584487534626,959.0,2.656509695290859,38.5,-122.47,214.5
38.75,37.0,4.79253112033195,0.9336099585062241,814.0,3.3775933609958506,34.07,-118.17,148.5
15.152000000000001,30.0,2.4255725190839694,1.0076335877862594,2019.0,3.8530534351145036,37.99,-121.29,81.3
19.495,26.0,3.2094763092269325,1.0062344139650872,3163.0,3.9438902743142146,34.08,-118.21,173.2
71.035,52.0,7.269565217391304,1.0434782608695652,832.0,2.411594202898551,38.55,-121.48,228.7
45.347,12.0,6.504098360655738,1.0655737704918034,1590.0,3.2581967213114753,36.93,-119.88,101.2
20.0,32.0,3.7413333333333334,1.064,1506.0,4.016,33.98,-118.2,172.70000000000002
40.652,52.0,5.365566037735849,0.9716981132075472,1166.0,2.75,37.78,-122.47,421.3
30.0,43.0,5.916334661354582,1.0756972111553784,653.0,2.601593625498008,38.44,-121.56,141.70000000000002
67.861,28.0,7.386861313868613,1.083941605839416,617.0,2.2518248175182483,33.55,-117.77,499.09999999999997
43.702,7.0,7.409893992932862,1.1890459363957597,1355.0,2.393992932862191,39.24,-121.21,226.10000000000002
35.875,39.0,3.667279411764706,1.036764705882353,1202.0,2.2095588235294117,34.17,-118.32,250.0
22.208000000000002,15.0,7.362948960302457,1.4782608695652173,900.0,1.7013232514177694,33.68,-116.42,138.3
57.778,41.0,5.274398868458275,1.0466760961810466,1364.0,1.9292786421499293,34.1,-118.27,412.7
24.285999999999998,36.0,4.442896935933148,1.0668523676880224,1105.0,3.0779944289693595,34.02,-118.12,205.6
35.781,44.0,5.262962962962963,1.1037037037037036,609.0,2.2555555555555555,37.71,-122.13,180.0
43.819,25.0,4.996638655462185,1.0453781512605043,1413.0,2.3747899159663866,37.7,-122.1,209.20000000000002
38.0,36.0,5.702702702702703,1.0513513513513513,952.0,2.572972972972973,37.67,-122.11,187.5
40.577,17.0,5.87041564792176,1.0,1100.0,2.6894865525672373,36.31,-119.33,107.3
35.465,35.0,4.482861400894188,1.0044709388971684,1584.0,2.360655737704918,33.84,-118.13,213.20000000000002
43.859,45.0,4.939024390243903,1.048780487804878,941.0,2.8689024390243905,37.75,-122.5,270.2
28.958,32.0,5.758122743682311,1.1155234657039712,706.0,2.5487364620938626,40.62,-124.17,86.4
22.926000000000002,17.0,4.860896445131376,1.071097372488408,1560.0,2.41112828438949,39.2,-123.21,149.3
47.283,30.0,7.295264623955432,1.0306406685236769,940.0,2.618384401114206,38.63,-121.36,164.5
37.917,36.0,5.579088471849866,1.1045576407506703,1931.0,5.176943699731903,37.47,-122.14,160.60000000000002
54.608999999999995,28.0,6.80359820089955,1.0269865067466266,1996.0,2.992503748125937,37.27,-121.9,263.6
42.06699999999999,16.0,5.443786982248521,1.0502958579881656,1288.0,3.8106508875739644,38.02,-121.92,125.0
28.611,17.0,5.83265306122449,1.0816326530612246,692.0,2.8244897959183675,40.42,-122.25,98.7
22.727,40.0,4.995412844036697,1.036697247706422,520.0,2.385321100917431,35.42,-119.02,67.2
33.603,14.0,6.552123552123552,1.1737451737451738,2866.0,2.7664092664092665,35.07,-120.56,280.2
22.292,5.0,4.579778830963665,1.1769352290679305,1593.0,2.5165876777251186,37.51,-120.85,127.49999999999999
70.89699999999999,52.0,6.876237623762377,0.9455445544554455,514.0,2.5445544554455446,37.86,-122.25,446.2
27.139000000000003,52.0,5.389830508474576,1.023728813559322,844.0,2.8610169491525426,33.97,-118.32,164.9
32.674,28.0,4.8782791185729275,1.0251836306400839,2606.0,2.734522560335782,37.92,-122.32,129.1
23.851,21.0,6.6,1.2,510.0,2.914285714285714,39.68,-122.38,67.5
17.675,26.0,3.8470926058865755,1.0825556353194543,1829.0,1.3129935391241925,33.77,-118.09,61.3
46.437,21.0,7.507645259938838,1.165137614678899,1094.0,3.345565749235474,34.14,-117.51,191.70000000000002
40.619,17.0,5.979605263157895,1.0144736842105264,4758.0,3.1302631578947366,38.27,-122.01,126.6
25.868000000000002,16.0,5.617414248021108,1.108179419525066,932.0,2.45910290237467,34.11,-117.64,146.9
28.75,18.0,4.796565389696169,1.2509907529722588,2357.0,3.1136063408190227,37.26,-121.8,184.4
29.405,52.0,5.5581737849779085,1.0957290132547866,1461.0,2.1516936671575846,37.86,-122.26,289.5
41.287000000000006,26.0,3.9365079365079363,0.9047619047619048,781.0,2.4793650793650794,33.86,-117.98,205.79999999999998
50.719,37.0,5.684873949579832,0.9705882352941176,1331.0,2.796218487394958,33.84,-118.12,220.00000000000003
12.23,30.0,4.02076124567474,1.1003460207612457,1207.0,4.176470588235294,33.98,-118.29,100.0
43.693,15.0,7.194321766561514,1.3444794952681387,3327.0,2.0990536277602523,34.17,-119.27,423.29999999999995
67.54599999999999,36.0,7.154471544715447,1.1504065040650406,562.0,2.2845528455284554,37.9,-122.56,402.4
40.474,30.0,5.419354838709677,1.0064516129032257,858.0,2.767741935483871,37.31,-121.94,280.5
40.217,46.0,4.817610062893082,0.9580712788259959,1429.0,2.9958071278825997,37.75,-122.5,272.40000000000003
11.707,20.0,3.0925684485006517,1.0886571056062582,2283.0,2.9765319426336374,32.79,-115.56,62.5
33.58,26.0,4.253475935828877,1.1229946524064172,1720.0,1.839572192513369,34.1,-118.35,364.5
81.89999999999999,20.0,8.240170031880977,1.0371944739638683,3094.0,3.287991498405951,37.23,-121.89,361.6
39.260999999999996,12.0,5.657303370786517,1.0449438202247192,1027.0,2.884831460674157,35.63,-117.76,101.29999999999998
34.06,13.0,5.023372287145242,1.0578742348358374,4870.0,2.710072342793545,35.33,-119.07,100.69999999999999
38.179,24.0,5.115768463073852,0.9680638722554891,1174.0,2.343313373253493,37.56,-122.01,216.1
75.845,25.0,7.1193415637860085,0.9300411522633745,721.0,2.9670781893004117,37.27,-121.87,279.3
67.54400000000001,11.0,6.966804979253112,1.045643153526971,1690.0,3.5062240663900415,34.02,-117.66,207.9
23.687,38.0,4.370967741935484,1.0080645161290323,1019.0,2.739247311827957,34.04,-118.35,146.8
23.403,46.0,3.6026200873362444,1.0109170305676856,1992.0,4.349344978165939,34.0,-118.28,114.1
15.283999999999999,31.0,2.7400881057268722,1.0088105726872247,597.0,2.6299559471365637,34.1,-118.32,200.0
12.404,52.0,4.757575757575758,0.8636363636363636,178.0,2.696969696969697,36.7,-119.81,52.5
49.75,30.0,8.28,1.08,137.0,2.74,37.75,-122.13,311.1
40.324,26.0,5.6417004048583,1.0374493927125505,2607.0,2.638663967611336,33.81,-117.84,244.89999999999998
44.688,43.0,5.353246753246753,1.135064935064935,817.0,2.122077922077922,37.45,-122.18,460.20000000000005
48.316,33.0,5.617063492063492,1.0119047619047619,1340.0,2.6587301587301586,34.26,-118.5,237.3
19.028,36.0,3.2948717948717947,0.9786324786324786,1711.0,3.655982905982906,33.96,-118.22,164.2
30.352,41.0,5.400900900900901,1.009009009009009,1143.0,2.574324324324324,37.97,-121.26,69.8
25.262999999999998,52.0,5.81981981981982,1.3490990990990992,790.0,1.7792792792792793,36.62,-121.92,286.4
35.05,28.0,4.410755148741419,1.0549199084668193,2517.0,2.879862700228833,34.06,-118.15,204.3
24.25,18.0,5.590625,1.125,1540.0,2.40625,36.3,-119.26,84.6
43.397,21.0,5.373239436619718,1.0985915492957747,1588.0,2.795774647887324,33.86,-118.1,268.1
30.846,47.0,5.933333333333334,1.1333333333333333,832.0,2.641269841269841,36.34,-119.65,76.1
15.319,20.0,4.521929824561403,1.0219298245614035,1285.0,2.817982456140351,37.11,-120.25,50.5
58.251999999999995,7.0,5.144414168937329,1.0663033605812897,2493.0,2.2643051771117166,33.67,-117.98,264.7
43.333000000000006,33.0,4.711246200607903,1.0440729483282676,1388.0,2.1094224924012157,34.17,-118.45,261.3
24.387,7.0,4.088939566704675,1.0935005701254277,2695.0,3.072976054732041,33.88,-117.59,117.0
33.389,33.0,4.73936170212766,1.047872340425532,1517.0,4.034574468085107,34.03,-117.95,157.9
